mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,param_learning_rate,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.18612422943115234,0.09969290027866361,0.00037360191345214844,2.181028350101818e-05,relu,0.0001,"(50,)",constant,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'solver': 'adam'}",-109032.04850501449,-166165.50978848338,-132073.13426857127,-312587.017427544,-220049.23082205548,-187981.38816233372,72649.25741179532,7
0.28716025352478025,0.01985316624055888,0.0004542827606201172,3.546354347822749e-05,relu,0.0001,"(50,)",constant,sgd,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'solver': 'sgd'}",-24274123198127.496,-25320803958917.074,-24934897115008.58,-23984921178200.54,-25826365931118.43,-24868222276274.426,672382260535.667,39
0.18571000099182128,0.10024084699238314,0.0003909587860107422,2.460147036747627e-05,relu,0.0001,"(50,)",adaptive,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'solver': 'adam'}",-109032.04850501449,-166165.50978848338,-132073.13426857127,-312587.017427544,-220049.23082205548,-187981.38816233372,72649.25741179532,7
0.27400856018066405,0.0024079711992426828,0.0004263877868652344,4.1789166290974584e-05,relu,0.0001,"(50,)",adaptive,sgd,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",-24274123198127.496,-25320803958917.074,-24934897115008.58,-23984921178200.54,-25826365931118.43,-24868222276274.426,672382260535.667,39
0.17580313682556153,0.09679413798120867,0.0003887653350830078,1.831923715680303e-05,relu,0.0001,"(100,)",constant,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'solver': 'adam'}",-92358.9235777357,-187404.68789547525,-372880.5441445743,-223153.50565336697,-166231.00026652557,-208405.73230753557,92688.80650109635,11
0.3538842678070068,0.018063287387620097,0.0004771232604980469,0.00010344634596434441,relu,0.0001,"(100,)",constant,sgd,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'solver': 'sgd'}",-28878428378933.75,-27646978967027.9,-30100089862426.81,-27858513677023.57,-30952089995833.16,-29087220176249.04,1275245298895.659,43
0.17609400749206544,0.10147351679015663,0.0004059791564941406,1.866645427488109e-05,relu,0.0001,"(100,)",adaptive,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'solver': 'adam'}",-92358.9235777357,-187404.68789547525,-372880.5441445743,-223153.50565336697,-166231.00026652557,-208405.73230753557,92688.80650109635,11
0.3450934410095215,0.01074533589993589,0.00047245025634765623,7.735351086385216e-06,relu,0.0001,"(100,)",adaptive,sgd,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'solver': 'sgd'}",-28878428378933.75,-27646978967027.9,-30100089862426.81,-27858513677023.57,-30952089995833.16,-29087220176249.04,1275245298895.659,43
0.05010380744934082,0.031173303426285884,0.0003921985626220703,1.8666819697440513e-05,relu,0.0001,"(50, 50)",constant,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'constant', 'solver': 'adam'}",-159113.41025176068,-517532.6648179046,-463800.7339257149,-223012.50687708388,-198931.92903458606,-312478.24898141,147894.1969423284,25
0.005926752090454101,0.0005266240091022846,0.0003899574279785156,2.1093564196878703e-05,relu,0.0001,"(50, 50)",constant,sgd,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'constant', 'solver': 'sgd'}",-97653154376866.66,-73022920502022.69,-74869692724086.9,-73928831002846.05,-3.300299220303057e+17,-6.606987932578231e+16,1.3198002167308574e+17,47
0.047617626190185544,0.029158553826578955,0.00036039352416992185,1.0254327376550697e-05,relu,0.0001,"(50, 50)",adaptive,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'adaptive', 'solver': 'adam'}",-159113.41025176068,-517532.6648179046,-463800.7339257149,-223012.50687708388,-198931.92903458606,-312478.24898141,147894.1969423284,25
